edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P144,amr03,sdg02,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both policies target environmental contamination and degradation: AMR-03 by strengthening sanitation, hygiene and safe waste management in health care and animal sectors, and SDG-02 by promoting sustainable land management, reducing agro-chemical pollution, and improving post-harvest handling. Their shared focus on reducing environmental pollution produces cumulative benefits against the AMR driver.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P145,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Policy 2’s expansion of containment, transport, treatment, and safe disposal infrastructure underpins Policy 1’s efforts by providing the necessary services and facilities for healthcare and farm waste streams. In turn, Policy 1’s training, guidelines, and dedicated treatment units (e.g., incinerators) lower the contamination load on urban WASH systems, improving the efficiency and effectiveness of Policy 2’s waste management investments.",Mutual implementation benefit (Multiple challenges),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P146,amr03,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen waste management to reduce environmental contamination and degradation. Policy 1 promotes safe disposal and treatment practices across health care, community, agricultural, and animal facilities, while Policy 2 drives investments in urban water, sanitation, and waste infrastructure and management across the full WASH value chain. Together they reinforce each other’s goal of reducing pollutant loads into the environment.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P147,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-11’s framework for city-wide waste management and waste-to-wealth circular economy initiatives provides infrastructure, incentives, and regulatory support that facilitate AMR-03’s establishment of treatment facilities, incinerators, and waste-handler training. Conversely, AMR-03’s guidelines, training programs, and baseline assessments of healthcare and farm waste practices generate data, standards, and trained personnel that can be incorporated into SDG-11’s urban waste management systems, making each policy’s roll-out easier.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P148,amr03,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation by improving sanitation and waste management. AMR-03 focuses on safe disposal of infectious and animal waste to prevent infections, while SDG-11 targets broader urban waste management and a clean, healthy environment. Together they reinforce efforts to keep waste out of the environment, aligning on the shared driver.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P149,amr03,sdg13,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,FALSE,TRUE,"SDG-13’s establishment of eco-friendly municipal waste collection, sorting, recycling and reuse infrastructure can absorb and treat health-care and farm wastes more effectively, thereby easing the rollout of AMR-03 disposal and treatment measures. Conversely, AMR-03’s facility-level trainings and incinerators do not directly advance SDG-13’s broader climate-resilient development objectives.",One-sided implementation benefit (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P150,amr03,sdg13,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both policies aim to reduce environmental contamination and degradation: AMR-03 focuses on preventing infectious and agricultural waste from polluting soil and water, while SDG-13 seeks to curb broader environmental degradation and resource misuse through resilient, low-emission development. Together they drive the shared AMR driver downward, yielding cumulative benefits for ecosystem and public health.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P151,amr04,sdg02,AMR-SDG,Uganda,Environment & Climate Action,Independent,Direct,TRUE,FALSE,"SDG-02’s investment in waste-to-energy, recycling facilities and agro-industrial environmental safeguards provides the necessary infrastructure to process and dispose of pharmaceutical waste as outlined in AMR-04’s guidelines. Conversely, AMR-04’s sensitization and disposal protocols help ensure that health-sector waste does not undermine SDG-02’s efforts to reduce agrochemical pollution, creating a reinforcing cycle for better waste management across sectors.",Mutual implementation benefit (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P152,amr04,sdg02,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce environmental contamination and degradation by targeting different but complementary pollutant streams: AMR-04 focuses on pharmaceutical and antimicrobial waste, while SDG-02 addresses agrochemical pollution, post-harvest losses and land management. Together they cumulatively reduce the overall burden of chemical pollutants in soil and water.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P153,amr04,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-06’s investments in WASH infrastructure (containment, transport, treatment, disposal) provide the physical systems needed to implement AMR-04’s pharmaceutical disposal guidelines. Conversely, AMR-04’s tailored guidance and stakeholder sensitization ensure that pharmacies, health facilities and the public utilize the new WASH services for proper antimicrobial waste handling, creating a reinforcing loop.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P154,amr04,sdg06,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation through proper waste management. Policy AMR-04 focuses on safe disposal of pharmaceutical and antimicrobial waste, while SDG-06 strengthens urban water and waste infrastructure. Together they drive the shared AMR driver in the same direction by promoting holistic environmental protection.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P155,amr04,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-11’s framework for reducing environmental impacts and promoting circular‐economy waste initiatives creates infrastructure and processes that facilitate the rollout of AMR-04’s pharmaceutical waste disposal guidelines. Conversely, AMR-04’s specific disposal guidelines and sensitization efforts can be incorporated into SDG-11’s urban waste management programs, improving both policies’ uptake and effectiveness.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P156,amr04,sdg11,AMR-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation through improved waste management: AMR-04 targets pharmaceutical and antimicrobial waste specifically, while SDG-11 focuses on maintaining a clean, healthy environment and better urban waste practices. Together, they push the driver in the same direction, reinforcing each other’s goals.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P157,amr04,sdg13,AMR-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"AMR-04’s guidelines and sensitization on pharmaceutical waste disposal will benefit from the eco-friendly municipal waste collection, sorting, and recycling systems established under SDG-13, ensuring proper segregation and treatment of drug waste. Conversely, inclusion of pharmaceutical waste streams in municipal waste infrastructure enhances SDG-13’s effectiveness in reducing overall environmental contamination and methane emissions.",Mutual implementation benefit (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
